	w1	w2	w3	w4	w5	avg_len	total_err_ratio	avg_wdlen
0	6.77643448682126	-9.521551275114955	-1.0235753609382563	-9.957416050459361	-2.5753382004971836	30.818181818181817	0.03254437869822485	4.387573964497041
1	8.938997085157057	-10.298217598271501	5.632764934153286	-8.161022670184607	4.149034952049329	22.052631578947373	0.04534606205250597	4.3532219570405735
2	6.333636056959792	-5.089020359356702	0.904517977146283	-5.466329331886362	4.5155377992094685	18.533333333333328	0.03225806451612903	4.405017921146953
3	23.172484910119277	3.873973562068475	-11.687934370104324	-6.559122471781139	4.620747919126949	21.04	0.06679389312977099	4.868320610687023
4	23.56146400754338	-0.6863252698101625	-5.170059475267332	-8.19783675998731	-1.520052651672236	14.903225806451616	0.03655913978494624	4.408602150537634
5	3.9023320589448884	-11.009688977692539	2.053533058949646	-7.431170528846426	-1.8422057142326667	17.642857142857142	0.06097560975609756	4.069105691056912
6	20.846649307590248	-8.973610783790871	-2.658377833178819	-11.825678604043398	5.596732414472368	18.48148148148148	0.01002004008016032	4.464929859719439
7	24.17005677729637	-9.894919415856942	-1.8754672452287464	-9.685261253520874	-3.226950784258456	13.388888888888893	0.010373443983402493	4.470954356846471
8	18.395314096019636	-4.5878973509802865	-0.8832714613430005	-11.181870127176836	1.5845839485403328	15.275862068965518	0.024830699774266364	4.2663656884875865
9	30.82329010436695	-4.42780670118396	-5.130296605030358	-4.551408861258225	0.08578327932901379	19.96	0.03784860557768925	4.117529880478088
10	5.021445598432628	-5.219158501525876	-2.99306290223702	-1.9532342402376675	1.4936041343880995	15.476190476190474	0.012307692307692308	4.886153846153847
11	13.682885768078409	-2.61032360038115	-7.710918706511415	-6.738782200661262	11.99460182821094	15.0	0.11989795918367345	4.461734693877551
12	-2.853136224717557	-10.05890678434034	2.403142906157503	-6.2206327058958495	1.8810777168919441	29.142857142857146	0.1176470588235294	3.906862745098038
13	7.926232018551758	-4.008475395586337	3.5729194524256123	-2.2243193561359282	1.243833734109845	11.653846153846152	0.15309446254071662	4.188925081433225
14	-3.1902650472504206	-10.486107375510022	2.5574592936446887	-3.8409385824133793	1.6445972625065206	12.785714285714285	0.05681818181818181	4.511363636363637
15	25.09499629015633	-9.735562385529072	-0.9044085176652086	-8.838234843759139	2.411824033316727	15.085714285714285	0.04734848484848485	4.854166666666667
16	11.987613994611953	-9.718116562309943	-1.2466809301407518	-6.778085663197348	4.393209374001831	18.555555555555557	0.041791044776119404	4.2388059701492535
17	9.45172931308232	-17.77032637660889	6.308270107673696	-11.300520053556848	1.3139342103614249	22.875	0.027322404371584702	4.213114754098362
